duel_outcome,duel_type,pass_length,pass_outcome,period,shot_body_part,shot_first_time,shot_outcome,shot_technique,timestamp
Lost,Aerial Lost,,N/A,1,N/A,N/A,N/A,N/A,00:40:43.333
Lost In Play,Tackle,,N/A,1,N/A,N/A,N/A,N/A,00:41:41.129
Lost,Aerial Lost,,N/A,1,N/A,N/A,N/A,N/A,00:42:31.326
Lost,Aerial Lost,,N/A,1,N/A,N/A,N/A,N/A,00:42:36.075
Lost,Aerial Lost,,N/A,1,N/A,N/A,N/A,N/A,00:43:21.040
Lost,Aerial Lost,,N/A,1,N/A,N/A,N/A,N/A,00:43:50.003
Lost In Play,Tackle,,N/A,1,N/A,N/A,N/A,N/A,00:44:29.553
Success In Play,Tackle,,N/A,1,N/A,N/A,N/A,N/A,00:44:58.769
Lost,Aerial Lost,,N/A,1,N/A,N/A,N/A,N/A,00:46:00.399
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:00:17.984
Lost Out,Tackle,,N/A,2,N/A,N/A,N/A,N/A,00:00:47.281
Lost Out,Tackle,,N/A,2,N/A,N/A,N/A,N/A,00:01:47.636
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:05:25.824
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:10:37.430
Won,Tackle,,N/A,2,N/A,N/A,N/A,N/A,00:10:55.795
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:13:09.904
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:13:12.830
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:13:26.442
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:16:15.035
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:17:20.915
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:18:19.278
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:19:51.616
Success In Play,Tackle,,N/A,2,N/A,N/A,N/A,N/A,00:20:45.943
Lost Out,Tackle,,N/A,2,N/A,N/A,N/A,N/A,00:22:36.517
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:23:27.592
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:24:05.494
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:27:12.899
Lost Out,Tackle,,N/A,2,N/A,N/A,N/A,N/A,00:27:24.444
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:27:37.970
Success In Play,Tackle,,N/A,2,N/A,N/A,N/A,N/A,00:29:21.596
Success In Play,Tackle,,N/A,2,N/A,N/A,N/A,N/A,00:29:40.057
Lost Out,Tackle,,N/A,2,N/A,N/A,N/A,N/A,00:29:45.014
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:30:02.951
Won,Tackle,,N/A,2,N/A,N/A,N/A,N/A,00:30:12.211
Lost In Play,Tackle,,N/A,2,N/A,N/A,N/A,N/A,00:30:24.776
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:31:09.703
Lost Out,Tackle,,N/A,2,N/A,N/A,N/A,N/A,00:31:32.443
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:34:06.251
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:34:52.108
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:34:59.018
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:36:58.548
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:37:08.008
Success In Play,Tackle,,N/A,2,N/A,N/A,N/A,N/A,00:37:44.076
Lost In Play,Tackle,,N/A,2,N/A,N/A,N/A,N/A,00:37:46.921
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:38:18.549
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:38:21.485
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:38:55.891
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:39:37.854
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:41:15.432
Lost Out,Tackle,,N/A,2,N/A,N/A,N/A,N/A,00:41:44.332
Won,Tackle,,N/A,2,N/A,N/A,N/A,N/A,00:43:08.753
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:43:31.522
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:44:21.672
Lost,Aerial Lost,,N/A,2,N/A,N/A,N/A,N/A,00:45:24.064
N/A,N/A,,N/A,1,Head,FALSE,Off T,Normal,00:02:58.702
N/A,N/A,,N/A,1,Right Foot,FALSE,Saved,Normal,00:08:33.291
N/A,N/A,,N/A,1,Right Foot,True,Blocked,Half Volley,00:09:26.252
N/A,N/A,,N/A,1,Head,FALSE,Goal,Normal,00:09:49.064
N/A,N/A,,N/A,1,Head,FALSE,Off T,Normal,00:15:40.161
N/A,N/A,,N/A,1,Right Foot,True,Blocked,Half Volley,00:16:42.173
N/A,N/A,,N/A,1,Right Foot,FALSE,Off T,Normal,00:18:42.426
N/A,N/A,,N/A,1,Right Foot,True,Saved,Half Volley,00:20:37.813
N/A,N/A,,N/A,1,Left Foot,FALSE,Blocked,Normal,00:29:10.436
N/A,N/A,,N/A,1,Right Foot,True,Post,Volley,00:34:57.385
N/A,N/A,,N/A,1,Right Foot,FALSE,Blocked,Half Volley,00:36:33.525
N/A,N/A,,N/A,2,Right Foot,True,Goal,Half Volley,00:02:30.481
N/A,N/A,,N/A,2,Right Foot,FALSE,Goal,Half Volley,00:06:10.496
N/A,N/A,,N/A,2,Left Foot,FALSE,Blocked,Normal,00:07:13.807
N/A,N/A,,N/A,2,Right Foot,FALSE,Off T,Normal,00:15:30.604
N/A,N/A,,N/A,2,Right Foot,FALSE,Blocked,Normal,00:29:00.750
N/A,N/A,,N/A,2,Right Foot,FALSE,Blocked,Normal,00:30:41.753
N/A,N/A,,N/A,2,Head,FALSE,Wayward,Normal,00:31:55.679
N/A,N/A,,N/A,2,Right Foot,True,Blocked,Half Volley,00:32:52.736
N/A,N/A,,N/A,2,Right Foot,True,Wayward,Half Volley,00:43:43.877
N/A,N/A,,N/A,2,Head,FALSE,Wayward,Normal,00:44:21.672
N/A,N/A,,N/A,2,Head,FALSE,Goal,Normal,00:47:39.261
